a7c9fe07d93462b6d83f155fe631c79d8e7c11d3 tags/locationtech-ic-2~11,"Avoid renaming the temporary output to a different file name for simplicity and convenience in case the SingeLevelPlot.ImageWriter#commitJob fails in the middle
",1422904953,job,
c7faa39c800b555d67f66db1486eac5b50168e54 tags/locationtech-ic-2~15,"Fixed an error in the readme file
",1421448986,,
37e414fd3110bba3b777fb0fc5735654a742bb91 tags/locationtech-ic-2~16^2,"Added a method to plot road network with SVG and modified some bugs
",1421290656,,
ecb43727bcf575d3000257cb5bab44404f716897 tags/locationtech-ic-2~16^2~4,"Added the functionality to skip merge in SingleLevelPlot which is useful for creating figures for paper and for debugging
",1421121591,,
6abc520a9d2a3d780bf30cc4ae9d3170a1f479e3 tags/locationtech-ic-2~16^2~5,"Fixed a bug with SVGGraphics
",1421116511,,
8f526a5857fb4d2167a2e5d33bc09ef8ca82d69f tags/locationtech-ic-2~16^2~8,"Fixed bugs with the new signature of Rasterizer#writeImage
",1421024807,io,
2e3ee52008b90e04fa66e24a7bd8b670773bde2a tags/locationtech-ic-2~17,"Fixed a bug with Parallel#forEach when the list size is less than number of processors
",1420768254,parallelism,
4a27d2ce5c2f076b8beff6c21bf28aeeb1acf350 remotes/origin/hadoop0~12^2~7^2,"Fixed a bug with HDFPlot2 when works with mapReduce
",1419494611,job,
2d690a8cd9bb1bd5c833e9b8003c8485b7592014 remotes/origin/hadoop0~12^2~14,"Bug fixes with plot
",1418098877,,
f9016afd1a6d2cda8475f9bb5c613a827be75aff remotes/origin/hadoop0~12^2~17,"Fixed a bug in GridPartitioner when Shape#getMBR returns null

Ensure that the rasterizer gets configured correctly
",1417512774,data partition,
818dcbbc3ca9f82fbef31421ff9bd7967fdb1abe remotes/origin/hadoop0~12^2~18,"Fixed a bug with GridPartitioner and RepartitionPlot
",1417512170,data partion,
94ae14d3c4f9af175893fa8feb1c43c6d12d2aaf remotes/origin/hadoop0~12^2~20^2~3,"Fixed minor bugs with pyramid partitioning. Still not working completely correct
",1416358321,data partition,
68b3fef9e32f674dec9a93e7fae14bc0612bc863 remotes/origin/hadoop0~12^2~28,"Implemented HeatMapPlot using the new technique and fixed some bugs in SingleLayerPlot
",1415188427,job,
dfa5a6c23aa72c087915bf90883cb34d408f5ca0 tags/exp-partition~4^2~31,"commit debuging changes
",1414885486,,
15a6bd02dcb15cc92ac97a49330191bb6bf7aac6 tags/exp-partition~4^2~32,"commit fixing repartion join
",1414874221,"job, parttion",
bbe482351a94451f114ef19374b1e3136bbbcffe remotes/origin/hadoop0~26^2,"Fix bug in HeatMapPlot in Writable of Frequency Map""
",1412903374,io,
0c8fe464fb7fe7de3dd7d85223d13995fbd1cecf remotes/origin/hadoop0~26^2~1^2,"Fixed bugs with Skyline

Used the ShapeIterRecordReader with Skyline as a test
",1412830749,,
eaadd209289d71b4b1df188056983e60057b584d remotes/origin/hadoop0~33,"Made a few changes to remove an error when compiling with Hadoop 0.20.0
",1412745154,,
891d14352fdc02e4f5f9461ada2a3c919b13c118 remotes/origin/hadoop0~38,"Fixed a bug with ShapeArrayRecordReader that causes it to skip some records when the input file is compressed
",1412312210,io,
c62ce74db248d24fe784d06fa102537d647046be remotes/origin/hadoop0~39,"Bugs fixes for extraction
",1412306171,,
e2996c6e8e5fdc1fb60ceb0299d69913a6fcbd53 remotes/origin/hadoop0~43^2~1,"fixed sjmr version
",1412127303,,
d9ff07254ad38da1b06e67f719e431808f22db39 remotes/origin/hadoop0~44^2^2,"fixed compare() methods to have handle equality cases also
",1412103872,,
fcee1b74c6a5b795d8d31f6f0167370d08a133d9 remotes/origin/hadoop0~47^2~1,"Fixed a bug that causes temporal index to match partially overlapping partitions
",1411919709,job,
8dd490f1c546e938d260f8b3d43e1b48134c6938 remotes/origin/hadoop0~56,"Fixed a few bugs in the front end
",1411399264,,
c35a1cb79efdc6a1184dd7b7914d2e7576f42c5d remotes/origin/hadoop0~58,"Fixed some bugs with demo server and client

Incomplete visualization server
",1411357354,,
876890e97979362bf1038b91c6038c7df6f9c468 remotes/origin/hadoop0~60,"Fixed minor bugs with DistributedSpatioTemporalIndexer when working in distributed environment
",1411350326,parallelism,
24e9369096fab4b67b8406598a91d2134ec8e212 remotes/origin/hadoop0~62^2~3,"Fixed bugs with RandomCompressedInputStream to avoid reading beyond EOF

Fixed typos in build.xml
",1411142378,,
16a3f379e1ec0013732d698537922396fbe38d6c remotes/origin/hadoop0~62^2~5,"Fixed an error with the main function of AggregateQuadTree
",1411099516,,
cfad61d0d5d33f85891c0bc083650f873749cb5d remotes/origin/hadoop0~40^2~2^2~1,"Fixed a bug in PlotPyramid when vflip is set.

Add functionality to change color in GeometricPlot
",1410796684,,
084fef0894eb879b549c392ebe90368fbae8c897 remotes/origin/hadoop0~72,"Fixed a bug with reading the results of a sample
",1409935665,,
ab20c84db28ea1fae8ecf380e4169fe932a6a501 tags/locationtech-ic~4,"Fixed a bug wit GeometricPlot#local with gradual fade
",1404584164,,
0d603cff3a6b35d776ab3f61e9692218530a31ec tags/locationtech-ic~3^2,"Fixed a bug wit GeometricPlot#local with gradual fade
",1404271755,,
aaee481811aab7b31cb3e02c3a2f481e3924323c tags/locationtech-ic~8,"Fixed a bug with sampleLocalWithRatio when calculating the size of the input directory
",1404135358,,
356a68059ec65b2dd9906ca3e18dd1ba2b97d5e4 tags/locationtech-ic~9,"Fixed a bug with Sample
",1404105982,,
eebae58ad02eebbb7c22151f6262614b77c0f7e1 tags/locationtech-ic~14,"Avoid reinitializing the 2D array of the heatmap if the dimensions are the same

Provide more information in the error message if failed to load cells
",1404086336,,
491b335f710741ce86e619fccb72ca0c52bfc432 tags/locationtech-ic~13^2,"Fixed a bug with FrequencyMap deserialization when a single entry of value 0 is present
",1404070623,,
923a6d266ccb2d49225e1d746c968dfd9324ed7c tags/locationtech-ic~13^2~1,"Fixed a bug with MBR MapReduce version when called on a file not directory
",1404069113,,
3f5a3312612fa50ed486d23e784e273298136158 tags/locationtech-ic~15,"Fixed a bug with serializing Frequency Map using RLE
",1404019801,,
87fa452bc522a1c77798cbb68aac9094efb2af3c tags/locationtech-ic~17,"Fixed a bug with DistributedCopy
",1404004480,,
4ca066d4c4eee462ba8552bbcf480876849154da tags/locationtech-ic~18,"Fixed a bug with distributed copy
",1404002941,,
f28bd22efa7abe04c9c93f8f490bd5080562ffd9 tags/locationtech-ic~22,"Minor fixes
",1403981595,,
4a78c41ec7c15c763c8791791c1c9f867695fae4 tags/locationtech-ic~21^2~2,"Fixed a bug with Repartition that causes sampled file to be of size 0. To do that, the priority of sample type has changed to give a higher priority to sample by ratio over sample by size.
",1403903084,data partition,
bd205a5f8ee86cc96c5940980df22a316b541451 tags/locationtech-ic~24^2,"Bug fix: Ensure ImageOutputFormat stores file MBR as a rectangle not anything of subclass Rectangle
",1403724655,io,
f2d46e9d62bd8c74be760320a60c6dfa5926a654 tags/locationtech-ic~28,"Fixed bugs with PlotHeatMap with space partitioning. It now works
",1403644636,data partition,
c32ed573a51ad6883cb4d5d2de13526252d4dfb6 tags/locationtech-ic~30,"Fixed bugs with parsing OSM text files
",1403591023,,
52f298871f2ee580f5eb05554089a9cacdebccee tags/locationtech-ic~1^2~5,"fix recover holes corner case final
",1402840329,job,
91693bd7e0b8266807775de97116b37e4201abf7 tags/locationtech-ic~1^2~6,"fix recover holes v2
",1402839683,,
0e2ef49b37240c238282ecd662c96d8289c95ee0 tags/locationtech-ic~1^2~7^2,"fix recoverholes
",1402834598,,
01317eed2ff6a738804e6517386de7ecd9ecc37a tags/locationtech-ic~1^2~7^2~1,"fix corner case recover holes v5
",1402559801,,
7aee19028e6fba3405dfe5855592596808ea9dd5 tags/locationtech-ic~1^2~7^2~2,"fix corner case recover holes v4
",1402556136,,
2d39e66bf37137bf21d0df9e8063e7db510f4368 tags/locationtech-ic~1^2~7^2~3,"fix corner case recover holes v3
",1402555167,,
309ceaeedd46b6a9b989fe3ebd1444a5b809bde3 tags/locationtech-ic~1^2~7^2~4,"fix corner case recover holes v2
",1402554234,,
1a5fd872424b962edb1765ab0206c0e1e777f6bf tags/locationtech-ic~1^2~7^2~5,"total empty cell fixed recover holes
",1402481542,,
483cc09ce9183e4ff6baaba9a88bb69c63459388 tags/locationtech-ic~38,"Propagate parameters to sample local methods

Solved a bug with concurrency issue when flushing an R-tree in the background
",1402371060,parallelism,
aa657f749f19e7cc5c37f2535a19e02c1ccd30e2 tags/locationtech-ic~42,"Fixed an error with test custom classes
",1400501554,,
c4b4689028235460bf61aa33554b84c37a57ccf5 tags/locationtech-ic~46,"Fixed a bug with Plot when vflip is on
",1399820188,,
a1a3e6f3dfbea147bdeaffcda78119a5decff075 tags/shadoop-2.2~1,"Test the case of DistributedJoin when indexing a file with a directory

Fix a bug with DistributionJoin when joining a file with a directory
",1399380288,job,
ebec2e630ad12cb5be44db84d45b60c1139065b2 tags/shadoop-2.2~5,"Fixed some errors with plot commands
",1399299594,,
73ed608ac0fe99fcd49d75831c88ac30a6400575 tags/shadoop-2.2~6^2,"Fixed bugs with plotting videos

Specify scale range from command line
",1398584771,,
de63cada9f79bfd67f3aa7583a0744a7a134eee8 tags/shadoop-2.2~10,"Several bug fixes and stabilit improvements. 'blocksize' parameter is discontinued from 'index' and 'generate' commands and is now provided through GenericOptionsParser 'dfs.block.size'. Properties of indexes are unified across the code by providing them in lookup tables in GridRecordWriter. SJMR handles correctly the case of a file with replications (i.e. R+-tree). SJMR and Distributed Join now give the same answer across the different indexes given that both files are indexed using the same type of index
",1398432688,job,
36a3dbf81b83d0d5b223baf3f558c3982135645d tags/shadoop-2.2~11,"Updated the test script to debug a problem with spatial join
",1398152740,job,
1de952a9cf22960e6c36ad6ecfa1aefdbec8a3e6 tags/shadoop-2.2~18,"Handle self spatial join in SJMR

Fix a bug in OGCJTSShape#distanceTo
",1397659123,job,
4c1a70dc29b695ffa7e53be2c74477ea0ee3e850 tags/shadoop-2.2~17^2,"Write some progress information in HDF downloader and handle a backward compatiblity issue with ruby 1.9
",1397553849,io,
4844c7e4710d9c3ae452a824f0eca99add27081a tags/shadoop-2.2~24,"Fixed a bug with MakeHDFVideo to ensure the size of the overlay image and main images match
",1397392167,,
d1d28c9b4dccb943771a3e6d2110207b0dc5fd44 tags/shadoop-2.2~29,"Fixed some minor bugs with pigeon.jsp
",1396403484,,
4250efa05889de7baf60d55cc22552065d836ffe tags/shadoop-2.2~38,"Fixed a bug with Plot when called on local HDF files
",1395650027,io,
3a7b88c77548bb2b12fb24d0c12e99ed904eaabc tags/shadoop-2.2~35^2~6,"Fixed a bug with the old visualizer when plotting an image
",1395178032,,
db4306bd35a37e2c4981131d5eef0050b1531f02 tags/shadoop-2.2~40^2,"Return an error code in Plot and MakeHDFVideo in case of error
",1395044144,,
2f8e2df0ce3dc286bb4b21001148d0d4b68faf05 tags/shadoop-2.2~40^2~4^2~1,"Fixed a bug with CommandLineArguments#getSize when parameter is not set
",1393848809,,
0c3896fc13ce59299f66b4bfe722aa604cce9160 tags/shadoop-2.2~40^2~6^2~1,"Fixed a bug with modifying blocksize in Repartition
",1393498751,data partition,
8374d8ae0a2a0c180f1ae09a39150a5f00e2c71f tags/shadoop-2.2~52,"Use JTS instead of ESRI for OSMPolygon

Fix some bugs with parsing JTS from text
",1392738771,,
30164e6ab1232903347d5b84fe91a9fd63d20075 tags/shadoop-2.2~53,"Fixed some bugs with Repartition to write the output master file correctly
",1392733124,io,
91e3dfa3a9365209eb0bb2def083eed3a339d414 tags/shadoop-2.2~51^2~4,"Applied the third-party-shape-class fix to all other operations
",1392566982,,
b1e4926f068e24f609b9d56ce7876044304aff54 tags/shadoop-2.2~56^2,"Resolved a bug with providing a custom class from a third party jar file
",1392566584,,
a8e29583673b4fbfb35ad401a06ac4f76a4ea888 tags/shadoop-2.2~57^2~1,"Handle compressed files in Repartition#repartitionLocal

Fix a bug with text serialization of OSMPolygon
",1392474099,"data partition, io",
622e7a85bc0d9efd094415910ff448db3cae13f4 tags/shadoop-2.2~58,"Handle compressed files in Repartition#repartitionLocal

Fix a bug with text serialization of OSMPolygon
",1392474076,"data partition, io",
55f998917fd4073f598ddedbedacbe52b8d3aac6 tags/shadoop-2.2~40^2~10,"Fixed several bugs with indexing OGCShape
",1392465525,data structure,
35fd13454c02ff10b5575175aa53d0bc55079475 tags/shadoop-2.2~61,"Fixed several bugs with indexing OGCShape
",1392465502,data structure,
41ed02cdfef8c74dcda8a71c0034fa214c96cc48 tags/shadoop-2.2~62^2,"Resolved a bug with Repartition
",1392463859,data partition,
2c7e4581acb47880c07b32f00ac424c9be48e08c tags/shadoop-2.2~62^2~1,"Added a deprecated version of old methods for backward compatibility

Resolved a bug with Rectangle#contains
",1392290711,,
1e00c5c4a1c07cfe58e689b029a9490444b79569 tags/shadoop-2.2~63^2~1,"Resolved all compilation errors
",1392203772,,
9b604d47f535aea0b7c36fa803d2d51e2e772b62 tags/shadoop-2.2~40^2~13,"fix the output format to work with SpatialHadoop directly
",1392111420,io,
84b481fdd7f7c97476291f5c714e864d4f41e571 tags/shadoop-2.2~64^2~4,"PlotPyramid now can work in background

Fixed a bug with Plot when plotting OGC shapes of type  GeometryCollection
",1391671299,data type,
699b03f5d676094dc09b86c43c596b891dfad3d4 tags/shadoop-2.2~64^2~5,"Fixed a bug with ShapeArrayInputFormat
",1391627719,,
5b1184bee06b0948427640e0289d0cdac06e4390 tags/shadoop-2.2~72,"Added a custom version of piggybank that includes a patch for bug PIG3373
",1391017293,,
0216189791f829091431acbdcb9125aba7d194c3 tags/shadoop-2.2~75,"Fixed a bug with Plot#plotLocal and Aggregate#aggregateLocal when working with HDF files

Fixed a bug with Rectangle#draw when -vflip is set
",1390925671,io,
c6de61ec3c04224986b72a0fbf24d0c4698ce4a8 tags/shadoop-2.2~79,"Fixed some bugs with automatically retrieving value range from HDF datasets
",1390808708,io,
07aec6b4cc5a3809147fd685008452cefbefff40 tags/shadoop-2.2~81^2~2^2~1,"Fixed some minor error with usage hints and java docs
",1390732767,,
59fadb31a9985051314b5ab7d8b0c1cd3c953d6e tags/shadoop-2.1,"Fixed PlotPyramid template to work in full screen (fixed a bug there)
",1390511323,,
87145ee2bd8afde63c712e3ce10d60f7342b1934 tags/shadoop-2.1~7,"Fixed a bug with the ordering of fields in OSMRelation
",1390302858,,
2459c06f244d0b86d49260e61b66534375b9d48c tags/shadoop-2.1~11,"Added NASARectangle to read each reading in NASA HDF files as a rectangle on earth instead of one point

Fixed a bug with Plot that causes some data to be missed when stitching images together
",1390216888,io,
a252a2645d332d86090d5c5155e8e6c7b4b1b2f7 tags/shadoop-2.1~12,"Fixed a bug with RecoverHoles
",1390061841,,
eb5355eb1a4a02d33a3a980815345d4fd7199395 tags/shadoop-2.1~15,"Fixed some bugs with plotting
",1389881769,,
8db715c5894df6d597025455c8906b7bae3aa025 tags/shadoop-2.1~16,"Fixed a bug with Plot when vflip is set

Fixed a bug with Plot when an MBR is set
",1389869907,,
a3c9b862c4150aa4f3e9d608a51f5ab4aab05985 tags/shadoop-2.1~21,"Fixed minor bugs with FileMBR

Updated visualizer JSP pages to work with updated APIs
",1389274662,,
d5d6d60f853001ab158902c11937ca2b126179a2 tags/shadoop-2.1~37,"Fixed a bug with GlobalIndex#getMBR. Thanks to Khalid Al-Naami for discovering it
",1387856691,,
054173791357f795232dd97255f2d12e57c48cf6 tags/shadoop-2.1~40,"Fixed a bug with HDFRecordReader that causes it to always read the first dataset
",1387814109,io,
125000ea9225cd2db0506ab42ea3a039f01c1c68 tags/shadoop-2.1~47,"Fixed a bug with HTTPFileSystem#getFileStatus when the input path is not fully qualified
",1387272753,io,
af064f4b2f0127cacbe5affc1963912a4d49edb6 tags/shadoop-2.1~50,"Fixed some bugs with HTTPFileSystem
",1387270102,io,
5131747bbfb03823fef9a4cefe32714dc78636fb tags/shadoop-2.1~59^2,"Fixed bugs with Plot
",1387166502,,
9a8cc62d4a2d9d65bf994fcaed14f833a6213546 tags/shadoop-2.1~71,"Handle special cases in SJMR

Fix a bug in SpatialRecordReader when a split occurs completely in the middle of one line
",1386468158,io,
4c0ef014fea53af295c069a3f3d55d54cb744db2 tags/shadoop-2.1~72,"Fixed a bug with SJMR when working on empty OGC shapes
",1386449671,,
daa7d5f574ee26e00c7720c0a649e9a757410080 tags/shadoop-2.1~75,"Fixed a bug with SJMR
",1386375647,,
01425ad8b39112ad9a6d74b7d3d3c6bc70ad6d2a tags/shadoop-2.1~74^2~1,"Fixed a bug with DistributedJoin when deciding which algorithm to use
",1386366088,job,
4d3c48e10d775cd17b3ddada0d7bd30820a7d555 tags/shadoop-2.1~76,"Fixed a bug with Plot.local
",1386359083,,
04d3e1fba48be684271bb669cb2c623585a3f2b5 tags/shadoop-2.1~83,"Add the functionality to flip an image vertically as it is produces

Fixed a bug with PlotPyramid that causes data of the same tile to go to different reducers

Added a parameter to choose stroke color for PlotPyramid
",1385502435,job,
454ff5658b218d6ff364348feba8504eb003f874 tags/shadoop-2.1~85,"Fixed a bug with SpatialRecordReader when the first line is less than 8 bytes
",1385331836,io,
2df48df4debdbc816441f5fcad204c98f9a46bba tags/shadoop-2.1~87,"Fixed a bug with Sampler to work with the correct interface of ShapeLineRecordReader
",1385168950,io,
facbef6ecc4fea7b994cbac72831e985903a71d4 tags/shadoop-2.1~88,"Fixed Sampler to work locally with compressed content

Fixed a bug with OSMEdge when caculating MBR
",1385167114,io,
8e51889494f49e7d3629736542db28fe9b8b6136 tags/shadoop-2.1~91,"Fixed a bug when indexing points as an R-tree
",1385118096,data structure,
db0024bd2258fc2fbc3b6ae715bec9abe599df41 tags/shadoop-2-b2~2^2,"Fixed a typecast error in ShapeLineInputFormat
",1383140782,io,
e36f1ddc80b160b8b1450e7d5036407ab7d020b6 tags/shadoop-2-b2~5,"Fixed a bug with PlotPyramid
",1381235786,,
1dd5253040188687bdbc663aca14530b1e681af5 tags/shadoop-2-b2~6^2,"Bug fixes for TIGER spatial join
",1380775075,job,
a0da3d07c86d093badeb784bcd85271e293356fe tags/shadoop-2-b2~9,"Fixed a bug with Repartition
",1377934852,data partition,
1790ca2e24720788ff883bc3b326bfa5050d6e50 tags/shadoop-2-b2~16,"Fixed a bug with Plot where the output file is not closed

Implement both plot image and MBR in preprocess
",1377534319,,
6e181d3f9ab35372bea4b20adc72cd19236c6b6c tags/shadoop-2-b2~30,"Fixed bugs with calls to Plot
",1375203141,,
cd4b0fc3bb4f89589ead3391f8f3d9571f01aa0e tags/shadoop-2-b2~31,"Fixed bugs with Plot operations
",1375203030,,
5bbfa3dffa69713cb5c90169686a887982f82363 tags/shadoop-2-b2~35,"Fixed bugs with data generator
",1374629143,data,
c793797ef8b7ea41b036ec19d398dd1f8974f682 tags/ICDE14^2,"Bug fixes
",1374619099,,
903099af9c55f108dda97274084fc63423092aeb tags/ICDE14~4,"Fixed an error with calculating MBR in different locations
",1374445386,,
a39747f5df96fa6809c42ec8605c2edb3401fcc8 tags/ICDE14~7,"Added some debug messages
",1374374672,,
d2fb167105f773d2e401fadd41c9f63e695d7536 tags/ICDE14~8^2,"Fixed a bug when generating a file locally

Handle R-tree (non-replicated) in range query and spatial join
",1374252931,"io, job",
bc6b845878adb4930d2a25cfdeeef8d6ff967eb8 tags/ICDE14~10,"Fixed some bugs with generating files using MapReduce
",1374006042,"io, job",
5fac6b47560506a54665df5bfff0a723b3eccd84 tags/ICDE14~11^2,"Fixed some bugs with writing and processing the R-tree
",1373938350,"io, job",
ad16575cbaa2a3a0d512f95d737c1c0c02966ad5 tags/ICDE14~13,"Raise an error if cannot parse an OGCShape

Handle the case FileMBR when the MBR of a shape is null (happens with empty OGC polygons)
",1373093802,job,
d8ac1d5293603d6ae0286df0cc11f89b04d16fa4 tags/ICDE14~15,"Fixed a bug with Repartition when blocksize is not set
",1372973971,data partition,
1d4b08031682a162e2742bbc63da0e809d7cf631 tags/ICDE14~14^2~1,"Fixed a bug with Repartition when blocksize is not set
",1372973956,data partition,
4e40c73cecb65352d6e16afac856489f7585390f tags/ICDE14~17,"Fixed a bug with Rectangle#contains

Improved Repartition to run a single preprocessing step instead of two for RTree

Compute number of partitions correctly when the input file is a directory
",1372959033,"data partition, job",
06cb3e0fd35d617b9cea4dfb3bdad1ad9b8ce892 tags/ICDE14~18,"Fixed a bug with closest pair
",1372600133,,
274e7443091055ef21dd2dcd52cf87609e8b5c33 tags/ICDE14~21,"Removed old debug messages
",1372572719,,
76a021937ddb97193245c8e9d9eedb093c20f510 tags/ICDE14~22,"Removed a debug line
",1372571731,,
c704817805c6c02a62d5bebe73a7bf789d92316f tags/ICDE14~25^2~2,"Fixed a bug with SpatialSite#getGlobalIndex

Added farthest pair and closet pair to Main

Fixed a bug with farthest pair

Removed excess LOG entries
",1372479651,,
cb4a877d99dfc0fdf48973c7c8cd582d06cceaef tags/ICDE14~27^2^2,"Bug fixes for indexes
",1372124073,,
66abd415be2639c5b409d9375a89484600d2cb3a tags/ICDE14~27^2^2~2,"Some bug fixes related to creating indexes
",1372113510,,
a87bef31741608fc776083697e48d78ed4141e5d tags/ICDE14~27^2~6,"Fixed a bug with isRTree
",1371942203,job,
599a56ffa4c2e1c7decf0a0ac91da7e471e3cb92 tags/ICDE14~27^2~8,"Bug fix in closest pair. Added the preprocessing sort step
",1371935577,,
3fd708d2eeed12d40a4d28d6e31544e0261f6c8b tags/ICDE14~27^2~9,"Refactor: Set/Get shape class name from SpatialSite

Bug fixes in Union
",1371923923,,
10ef920a192e3ec1996a6d5df1da257e009083a6 tags/ICDE14~30,"Fixed a bug with SpatialSite when storing cellInfos in distributed cache
",1371404482,parallelise,
b1ffffe65d86c5f6117f83436dfbd2cc591930b7 tags/ICDE14~32,"Fixed a bug with Skyline filtering of partitions

Store the type of the global index in the extension of the master file
",1371258040,data partition,
daf8ad050b4244eefcf7e21586384103104a5732 tags/ICDE14~34,"Fixed a bug with FileMBR MapReduce implementation

Implemented Skyline for spatially indexed files
",1371248020,parallelise,
a6f594d4a362789699cc5a817b5059ad05c5f6e0 tags/ICDE14~35,"Fixed some bugs with GridOutputFormat and GridRecordWriter

Added a new operation that computes the skyline of a set of points (Hadoop only)
",1371177512,io,
2638f2b556d038e19bb543502e00ae617167886c tags/ICDE14~37,"Fixed a bug with FileMBR#fileMBRLocal
",1370805884,,
dd95ced2301b78bce6a5a957dc854091fc4bf751 tags/ICDE14~55,"Fixed a bug with DistributedJoin
",1370408026,job,
9d613a7b48634ad61170649263074e6f1d2f942b tags/ICDE14~56,"Fixed bugs with repartitioning
",1370396861,data partition,
9c9fde884ea007d2d7e897ae0f0215fc74413953 tags/ICDE14~58,"Fixed bugs with GridRecordWriter and improved it to simplify the interface, compact partition boundaries on contents, and plot an image for the global index
",1370322502,io,
a4dd038222f74f58e1121ff26cd5da3a5fb3106c tags/ICDE14~59,"Fixed a bug with Repartition when the input file is already partitioned with some replicated objects
",1370220332,data partition,
ab9dbf19d7d08508a3c357bf76ee73299aaeb957 tags/ICDE14~60,"Fixed multiple bugs with DistributedJoin. Still not working correctly
",1370126653,job,
322413c03892b662f25ea7a992b3ec463a6fdd5b tags/ICDE14~61,"Fixed some bugs with KNN on indexed files
",1370043111,data structure,
ad89cd7ce4c3cdaefc07e40c597645b1acfeb5cf tags/ICDE14~63,"Fixed a bug with SpatialRecordReader
",1369359773,io,
49762ce2940b61e1f1cd53b7597e7e01855ee37d tags/ICDE14~66,"Fixed minor bugs with Repartition and FileMBR to work with local file
",1369179188,io,
e71a54c58376f38aeae898ace0d97b2074a73333 tags/ICDE14~69^2~2,"Fixed a bug with Plot
",1368992454,,
d26fea7cf2620c75b019ca28089fd2d5e22c9e37 tags/ICDE14~75,"Bug fixes
",1365094309,,
aaab891c01aaae7bd0103baee350204b65cb785c tags/ICDE14~81,"Fixed a bug with reading JTSShape from text
",1364526322,,
eda858af6b0cd5f0386760b5d2811e14934afd83 tags/ICDE14~83,"Fixed a bug with CommandLineArguments
Allowed DistributedJoin to work on RTrees (not tested yet)
",1363110877,job,
2ac9c38237f9bc07ef8c3f92d689ce1d6935ed04 tags/ICDE14~86,"Fixed a bug with KNN command line arguments checking

Fixed RTree#Iterator to work with stream input
",1361297268,io,
0429a4951fb29628abac3acbfcb75888f261e9cf tags/shadoop-1.0.1~3,"Fixed a bug with KNN that generates duplicates in results
",1361075981,,
3b720e1f01612c0d0847e94430786d2f805a160a tags/shadoop-1.0.1~4,"Fixed a bug with RandomSpatialGenerator that generates zero width or height rectangles

Fixed a bug with skipping the first line in a block in SpatialRecordReader
",1360871911,,
c700de995b338c8038fe053dd0dcffd2a00c83c0 tags/shadoop-1.0.0,"Minor changes to display messages for examples

Fixed a bug with autodetecting input shape
",1360792770,,
9a4494e2bb744b82476ee03b1489cfe46ebf7cac tags/shadoop-1.0.0~3,"Fixed a bug with calculating the MBR of the two files in SJMR
",1360706453,,
9cba91ecc9ba419e0b4f3076d695b1b6a37457a4 tags/shadoop-1.0.0~4,"Fixed a bug with Repartition
",1360598946,data partition,
